image_id,image_path,false_negative,normalized_ground_truth,normalized_vlm_predictions
pwhztabat8v31_jpg.rf.22b0e388b2350081380800e2bea63480.jpg,data/raw/valid/images/pwhztabat8v31_jpg.rf.22b0e388b2350081380800e2bea63480.jpg,bell pepper,strawberry; blueberry; egg; milk; cheese; mayonnaise; yogurt; ketchup; pickle; bell pepper; butter,yogurt; ketchup; butter; milk; water; beer; soda; lettuce; pickle; mayonnaise; jam
pwhztabat8v31_jpg.rf.22b0e388b2350081380800e2bea63480.jpg,data/raw/valid/images/pwhztabat8v31_jpg.rf.22b0e388b2350081380800e2bea63480.jpg,blueberry,strawberry; blueberry; egg; milk; cheese; mayonnaise; yogurt; ketchup; pickle; bell pepper; butter,yogurt; ketchup; butter; milk; water; beer; soda; lettuce; pickle; mayonnaise; jam
pwhztabat8v31_jpg.rf.22b0e388b2350081380800e2bea63480.jpg,data/raw/valid/images/pwhztabat8v31_jpg.rf.22b0e388b2350081380800e2bea63480.jpg,cheese,strawberry; blueberry; egg; milk; cheese; mayonnaise; yogurt; ketchup; pickle; bell pepper; butter,yogurt; ketchup; butter; milk; water; beer; soda; lettuce; pickle; mayonnaise; jam
pwhztabat8v31_jpg.rf.22b0e388b2350081380800e2bea63480.jpg,data/raw/valid/images/pwhztabat8v31_jpg.rf.22b0e388b2350081380800e2bea63480.jpg,egg,strawberry; blueberry; egg; milk; cheese; mayonnaise; yogurt; ketchup; pickle; bell pepper; butter,yogurt; ketchup; butter; milk; water; beer; soda; lettuce; pickle; mayonnaise; jam
pwhztabat8v31_jpg.rf.22b0e388b2350081380800e2bea63480.jpg,data/raw/valid/images/pwhztabat8v31_jpg.rf.22b0e388b2350081380800e2bea63480.jpg,strawberry,strawberry; blueberry; egg; milk; cheese; mayonnaise; yogurt; ketchup; pickle; bell pepper; butter,yogurt; ketchup; butter; milk; water; beer; soda; lettuce; pickle; mayonnaise; jam
1nhihsok6b0e1_jpeg.rf.595e2683febc8f54deb37b43ba7e9503.jpg,data/raw/valid/images/1nhihsok6b0e1_jpeg.rf.595e2683febc8f54deb37b43ba7e9503.jpg,eggplant,eggplant; tortilla; bread; egg; bell pepper; tomato; cheese; taco sauce; ranch; steak sauce; soy sauce; milk; pickle,milk; salad dressing; cheese; hot sauce; mustard; mayonnaise; yogurt; egg; tomato; bell pepper; pickle; jam; relish; soy sauce; bread; ice cream
1nhihsok6b0e1_jpeg.rf.595e2683febc8f54deb37b43ba7e9503.jpg,data/raw/valid/images/1nhihsok6b0e1_jpeg.rf.595e2683febc8f54deb37b43ba7e9503.jpg,ranch,eggplant; tortilla; bread; egg; bell pepper; tomato; cheese; taco sauce; ranch; steak sauce; soy sauce; milk; pickle,milk; salad dressing; cheese; hot sauce; mustard; mayonnaise; yogurt; egg; tomato; bell pepper; pickle; jam; relish; soy sauce; bread; ice cream
1nhihsok6b0e1_jpeg.rf.595e2683febc8f54deb37b43ba7e9503.jpg,data/raw/valid/images/1nhihsok6b0e1_jpeg.rf.595e2683febc8f54deb37b43ba7e9503.jpg,steak sauce,eggplant; tortilla; bread; egg; bell pepper; tomato; cheese; taco sauce; ranch; steak sauce; soy sauce; milk; pickle,milk; salad dressing; cheese; hot sauce; mustard; mayonnaise; yogurt; egg; tomato; bell pepper; pickle; jam; relish; soy sauce; bread; ice cream
1nhihsok6b0e1_jpeg.rf.595e2683febc8f54deb37b43ba7e9503.jpg,data/raw/valid/images/1nhihsok6b0e1_jpeg.rf.595e2683febc8f54deb37b43ba7e9503.jpg,taco sauce,eggplant; tortilla; bread; egg; bell pepper; tomato; cheese; taco sauce; ranch; steak sauce; soy sauce; milk; pickle,milk; salad dressing; cheese; hot sauce; mustard; mayonnaise; yogurt; egg; tomato; bell pepper; pickle; jam; relish; soy sauce; bread; ice cream
1nhihsok6b0e1_jpeg.rf.595e2683febc8f54deb37b43ba7e9503.jpg,data/raw/valid/images/1nhihsok6b0e1_jpeg.rf.595e2683febc8f54deb37b43ba7e9503.jpg,tortilla,eggplant; tortilla; bread; egg; bell pepper; tomato; cheese; taco sauce; ranch; steak sauce; soy sauce; milk; pickle,milk; salad dressing; cheese; hot sauce; mustard; mayonnaise; yogurt; egg; tomato; bell pepper; pickle; jam; relish; soy sauce; bread; ice cream
0254_jpeg.rf.965543c5fa074e6572b93b733847c236.jpg,data/raw/valid/images/0254_jpeg.rf.965543c5fa074e6572b93b733847c236.jpg,broth,chicken; egg; milk; broth; cheese; butter; mustard,milk; water; egg; mustard; vinegar; salad dressing; pasta; juice; butter; yogurt; cheese; lettuce; carrot
0254_jpeg.rf.965543c5fa074e6572b93b733847c236.jpg,data/raw/valid/images/0254_jpeg.rf.965543c5fa074e6572b93b733847c236.jpg,chicken,chicken; egg; milk; broth; cheese; butter; mustard,milk; water; egg; mustard; vinegar; salad dressing; pasta; juice; butter; yogurt; cheese; lettuce; carrot
4mvnskt72n8e1_jpeg.rf.d6d6a59ab65353f694b0bc1d89c348c1.jpg,data/raw/valid/images/4mvnskt72n8e1_jpeg.rf.d6d6a59ab65353f694b0bc1d89c348c1.jpg,garlic,blueberry; garlic; egg; chicken; ketchup; yogurt; mustard,egg; butter; yogurt; blueberry; cheese; milk; chicken; mayonnaise; mustard; jam; pickle; salad dressing; soy sauce; hot sauce; bread
4mvnskt72n8e1_jpeg.rf.d6d6a59ab65353f694b0bc1d89c348c1.jpg,data/raw/valid/images/4mvnskt72n8e1_jpeg.rf.d6d6a59ab65353f694b0bc1d89c348c1.jpg,ketchup,blueberry; garlic; egg; chicken; ketchup; yogurt; mustard,egg; butter; yogurt; blueberry; cheese; milk; chicken; mayonnaise; mustard; jam; pickle; salad dressing; soy sauce; hot sauce; bread
